SOUTHEAST ISLAND SCHOOL DISTRICT,49750
SOUTHWEST REGION SCHOOL DISTRICT,31278
TANANA CITY SCHOOL DISTRICT,73716
UNALASKA CITY SCHOOL DISTRICT,65932
CHATHAM SCHOOL DISTRICT,39695
KUSPUK SCHOOL DISTRICT,59766
DENALI BOROUGH SCHOOL DISTRICT,70890
YUKON FLATS SCHOOL DISTRICT,67920
VALDEZ CITY SCHOOL DISTRICT,58452
CHUGACH SCHOOL DISTRICT,12713
WRANGELL PUBLIC SCHOOL DISTRICT,47998
YAKUTAT SCHOOL DISTRICT,64305
YUKON-KOYUKUK SCHOOL DISTRICT,14242
CAVE CREEK UNIFIED DISTRICT,43406
CHINO VALLEY UNIFIED DISTRICT,10780
CLARKDALE-JEROME ELEMENTARY DISTRICT,72853
SALOME CONSOLIDATED ELEMENTARY DISTRICT,93107
CENTER FOR ACADEMIC SUCCESS  INC.,10302
PINE FOREST EDUCATION ASSOCIATION  INC.,40903
FLAGSTAFF ARTS AND LEADERSHIP ACADEMY,16538
MONTESSORI CHARTER SCHOOL OF FLAGSTAFF  INC.,34870
COLORADO CITY UNIFIED DISTRICT,27012
VERNON ELEMENTARY DISTRICT,19854
PINON UNIFIED DISTRICT,95462
HEBER-OVERGAARD UNIFIED DISTRICT,81519
TRIUMPHANT LEARNING CENTER,72645
RIDGELINE ACADEMY  A CHALLENGE FOUNDATION ACADEMY,38151
BOYS & GIRLS CLUBS OF THE EAST VALLEY DBA MESA ARTS ACADEMY,82734
REID TRADITIONAL SCHOOLS' VALLEY ACADEMY  INC.,55089
FOOTHILLS ACADEMY,37877
TWENTY FIRST CENTURY CHARTER SCHOOL  INC. BENNETT ACADEMY,80202
CASY COUNTRY DAY SCHOOL,88193
STEP UP SCHOOLS  INC.,11097
MARICOPA COUNTY COMMUNITY COLLEGE DISTRICT DBA GATEWAY EARLY,99281
NEW SCHOOL FOR THE ARTS,34356
SALT RIVER PIMA-MARICOPA  COMMUNITY SCHOOLS,59445
ESPIRITU COMMUNITY DEVELOPMENT CORP.,48414
HERITAGE ACADEMY  INC.,43014
VILLA MONTESSORI CHARTER SCHOOL,34789
EDUPRENEURSHIP  INC.,76413
ARIZONA SCHOOL FOR THE ARTS,94324
ARIZONA CALL-A-TEEN YOUTH RESOURCES  INC.,65128
INTELLI-SCHOOL  INC.,15102
BENJAMIN FRANKLIN CHARTER SCHOOL,81876
VICTORY HIGH SCHOOL  INC.,57737
MONTESSORI DAY PUBLIC SCHOOLS CHARTERED  INC.,91275
KHALSA MONTESSORI ELEMENTARY SCHOOLS,18823
TEMPE PREPARATORY ACADEMY,71020
BRIGHT BEGINNINGS SCHOOL  INC.,19007
MONTESSORI EDUCATION CENTRE CHARTER SCHOOL,88338
KINGMAN ACADEMY OF LEARNING,80729
YOUNG SCHOLARS ACADEMY CHARTER SCHOOL CORP.,71134
CAREER DEVELOPMENT  INC.,39452
EDGE SCHOOL  INC.  THE,86226
TUCSON YOUTH DEVELOPMENT/ACE CHARTER HIGH SCHOOL,16348
PRESIDIO SCHOOL,57709
COLORADO RIVER UNION HIGH SCHOOL DISTRICT,45522
PORTABLE PRACTICAL EDUCATIONAL PREPARATION  INC. (PPEP  INC.,34785
TUCSON URBAN LEAGUE  INC.,91122
MINGUS MOUNTAIN ESTATE RESIDENTIAL CENTER  INC.,47270
SEDONA CHARTER SCHOOL  INC.,64225
MINGUS SPRINGS CHARTER SCHOOL,95104
FRANKLIN PHONETIC PRIMARY SCHOOL  INC.,69250
SKYVIEW SCHOOL  INC.,68457
AZ-TEC HIGH SCHOOL,60419
YUMA PRIVATE INDUSTRY COUNCIL  INC.,36750
MOUNTAIN SCHOOL  INC.,36706
NORTHLAND PREPARATORY ACADEMY,78718
FLAGSTAFF JUNIOR ACADEMY,65657
LIBERTY HIGH SCHOOL,15309
BALL CHARTER SCHOOLS (HEARN),82221
OMEGA SCHOOLS D.B.A. OMEGA ACADEMY  INC.,93940
FRIENDLY HOUSE  INC.,70948
OMBUDSMAN EDUCATIONAL SERVICES  LTD. A SUBSIDIARY OF EDUCATI,30107
GLOBAL RENAISSANCE ACADEMY OF DISTINGUISHED EDUCATION,99160
HILLCREST ACADEMY  INC.,94471
ARIZONA AGRIBUSINESS & EQUINE CENTER  INC.,34094
INTERNATIONAL COMMERCE SECONDARY SCHOOLS  INC.,73985
HUMANITIES AND SCIENCES ACADEMY OF THE UNITED STATES  INC.,46614
PHOENIX ADVANTAGE CHARTER SCHOOL  INC.,89218
ALLEN-COCHRAN ENTERPRISES  INC.,90390
AMERICAN LEADERSHIP ACADEMY  INC.,25710
FOUNTAIN HILLS CHARTER SCHOOL,59252
HERMOSA MONTESSORI CHARTER SCHOOL,26320
ARIZONA DEPARTMENT OF CORRECTIONS,54135
ACCELERATED LEARNING CENTER  INC.,35092
ACCLAIM CHARTER SCHOOL,77946
GENESIS PROGRAM  INC.,37468
LUZ ACADEMY OF TUCSON  INC,78141
MONTESSORI SCHOOLHOUSE OF TUCSON  INC.,72372
ACADEMY OF EXCELLENCE  INC.,24583
ACCELERATED ELEMENTARY AND SECONDARY SCHOOLS,26776
AMERICAN HERITAGE ACADEMY,39103
THE CHARTER FOUNDATION  INC.,19701
EMPLOY-ABILITY UNLIMITED  INC.,17044
BASIS SCHOOL  INC.,96530
CHALLENGE SCHOOL  INC.,19645
D.W. HIGGINS INSTITUTE,61165
DISCOVERY PLUS ACADEMY,90417
FLORENCE CRITTENTON SERVICES OF ARIZONA  INC.,67503
GEM CHARTER SCHOOL  INC.,85193
HA:SAN EDUCATIONAL SERVICES,57712
KAIZEN EDUCATION FOUNDATION DBA EL DORADO HIGH SCHOOL,25993
MEXICAYOTL ACADEMY  INC.,62682
NEW HORIZON SCHOOL FOR THE PERFORMING ARTS,36519
NEW WEST SCHOOL,30896
PHOENIX SCHOOL OF ACADEMIC EXCELLENCE THE,36713
SHONTO GOVERNING BOARD OF EDUCATION  INC.,18052
EDKEY  INC. - SEQUOIA CHOICE SCHOOLS,92556
TUCSON PREPARATORY SCHOOL,51792
VISION CHARTER SCHOOL  INC.,68060
WESTWIND CHILDREN'S SERVICES,77142
COCONINO COUNTY ACCOMMODATION SCHOOL DISTRICT,69239
ARIZONA ACADEMY OF SCIENCE AND TECHNOLOGY  INC.,18202
KEYSTONE MONTESSORI CHARTER SCHOOL  INC.,43912
GREENLEE ALTERNATIVE SCHOOL DISTRICT,42760
BENCHMARK SCHOOL  INC.,55949
CAMBRIDGE ACADEMY  EAST   INC,17575
BALL CHARTER SCHOOLS (DOBSON),46044
PHOENIX EDUCATION MANAGEMENT  LLC,52034
STEPPING STONES ACADEMY,67205
EAST VALLEY ACADEMY,31120
LIBERTY TRADITIONAL CHARTER SCHOOL,80517
FIT KIDS  INC. DBA CHAMPION SCHOOLS,13080
SONORAN DESERT SCHOOL,71160
NORTHERN ARIZONA VOCATIONAL INSTITUTE OF TECHNOLOGY,63590
PIMA COUNTY BOARD OF SUPERVISORS,88713
ACADEMY OF TUCSON  INC.,17815
MOUNTAIN ROSE ACADEMY  INC.,61761
GREAT EXPECTATIONS ACADEMY,38607
DESERT SPRINGS ACADEMY,35026
VECHIJ HIMDAG ALTERNATIVE SCHOOL  INC.,17377
MOUNTAIN OAK CHARTER SCHOOL  INC.,78560
PARK VIEW SCHOOL  INC.,30191
PAINTED PONY RANCH CHARTER SCHOOL,64494
MARY ELLEN HALVORSON EDUCATIONAL FOUNDATION. DBA: TRI-CITY P,63305
BENSON UNIFIED SCHOOL DISTRICT,39492
PAINTED DESERT DEMONSTRATION PROJECTS  INC.,37626
THE SHELBY SCHOOL,85387
PRECISION ACADEMY SYSTEMS  INC,13152
LITTLE LAMB COMMUNITY SCHOOL,52494
AMERICAN BASIC SCHOOLS LLC,22812
CAREER SUCCESS SCHOOLS,38474
KAIZEN EDUCATION FOUNDATION DBA SOUTH POINTE ELEMENTARY SCHO,66927
DAISY EDUCATION CORPORATION DBA SONORAN SCIENCE ACADEMY,40253
HORIZON COMMUNITY LEARNING CENTER  INC.,37961
KAIZEN EDUCATION FOUNDATION DBA SOUTH POINTE JUNIOR HIGH SCH,48153
MILESTONES CHARTER SCHOOL,40561
PATHFINDER CHARTER SCHOOL FOUNDATION,32742
JAMES MADISON PREPARATORY SCHOOL,75686
SELF DEVELOPMENT CHARTER SCHOOL,91751
ACADEMY OF ARIZONA,21629
EXCALIBUR CHARTER SCHOOLS  INC.,84690
MISSION CHARTER SCHOOL  INC.,23213
PARAMOUNT EDUCATION STUDIES INC,21808
METROPOLITAN ARTS INSTITUTE  INC.,19549
P.L.C. CHARTER SCHOOLS,20215
PARAGON MANAGEMENT  INC.,71937
SKYLINE SCHOOLS  INC.,15885
EDKEY  INC. - SEQUOIA CHARTER SCHOOL,61547
EDKEY  INC.,89724
EDKEY  INC. - SEQUOIA VILLAGE SCHOOL,49311
TELESIS CENTER FOR LEARNING  INC.,90006
E.A.G.L.E. ACADEMY  INC.,84425
LITTLE SINGER COMMUNITY SCHOOL BOARD INC.,22560
SOUTHERN ARIZONA COMMUNITY ACADEMY  INC.,11392
TUCSON COUNTRY DAY SCHOOL  INC.,67197
MULTIDIMENSIONAL LITERACY CORP.,49193
CHILDREN'S SUCCESS ACADEMY  INC.,59856
CARDEN OF TUCSON  INC.,44166
SOUTHGATE ACADEMY  INC.,71752
TAG ELEMENTARY  INC.,22332
EASTPOINTE HIGH SCHOOL  INC.,60177
PATAGONIA MONTESSORI ELEMENTARY SCHOOL,43942
SANTA CRUZ VALLEY OPPORTUNITIES IN EDUCATION  INC.,59858
PACE PREPARATORY ACADEMY  INC.,36814
KESTREL SCHOOLS  INC.,37386
JUNIPER TREE ACADEMY,82112
GAR  LLC DBA STUDENT CHOICE HIGH SCHOOL,90355
AIBT NON-PROFIT CHARTER HIGH SCHOOL - PHOENIX,72748
HIGHLAND FREE SCHOOL,65132
ACADEMY WITH COMMUNITY PARTNERS  INC,96133
DEER VALLEY CHARTER SCHOOLS  INC.,37231
WEST GILBERT CHARTER ELEMENTARY SCHOOL  INC.,30509
MOHAVE ACCELERATED LEARNING CENTER,11270
MASADA CHARTER SCHOOL  INC.,26478
HARVEST POWER COMMUNITY DEVELOPMENT GROUP  INC.,29693
OMEGA ALPHA ACADEMY,72676
MONTESSORI HOUSE  INC.,97054
PREMIER CHARTER HIGH SCHOOL,97064
PAN-AMERICAN ELEMENTARY CHARTER,94702
KINGMAN UNIFIED SCHOOL DISTRICT,14162
EL CENTRO FOR THE STUDY OF PRIMARY AND SECONDARY EDUCATION,45151
LEGACY SCHOOLS,73122
VISIONS UNLIMITED ACADEMY  INC.,29464
NORTH STAR CHARTER SCHOOL  INC.,10916
CALIBRE ACADEMY,38194
E-INSTITUTE CHARTER SCHOOLS  INC.,19975
IRA H. HAYES MEMORIAL APPLIED LEARNING CENTER  INC.,55986
NEW VISIONS ACADEMY  INC.,19805
DEVELOPING INNOVATIONS IN NAVAJO EDUCATION  INC. (DINE  INC.,32879
YAVAPAI ACCOMMODATION SCHOOL DISTRICT,29632
COBRE VALLEY INSTITUTE OF TECHNOLOGY DISTRICT,92663
KHALSA FAMILY SERVICES,39285
APRENDER TUCSON,89806
ACORN MONTESSORI CHARTER SCHOOL,29166
PINNACLE EDUCATION-WMCB  INC.,14843
DESERT ROSE ACADEMY INC.,21677
CROWN CHARTER SCHOOL  INC,73538
ARIZONA SCHOOL FOR INTEGRATED ACADEMICS AND TECHNOLOGIES  IN,94036
SUCCESS SCHOOL,61945
POINTE EDUCATIONAL SERVICES,16845
A CENTER FOR CREATIVE EDUCATION,96299
PRIMAVERA TECHNICAL LEARNING CENTER,69162
COMPASS HIGH SCHOOL  INC.,50619
JAMES SANDOVAL PREPARATORY HIGH SCHOOL,57640
WESTWIND MIDDLE SCHOOL ACADEMY,58484
ACCELERATED LEARNING CHARTER SCHOOL  INC.,12894
DESTINY SCHOOL  INC.,96457
NOAH WEBSTER BASIC SCHOOL,24895
VALLEY ACADEMY FOR CAREER AND TECHNOLOGY EDUCATION,97557
GRIFFIN FOUNDATION  INC. THE,39878
PATHWAYS KM CHARTER SCHOOLS  INC,75043
COCHISE TECHNOLOGY DISTRICT,43070
COCONINO ASSOCIATION FOR VOCATION INDUSTRY AND TECHNOLOGY,58835
CENTRAL ARIZONA VALLEY INSTITUTE OF TECHNOLOGY,25690
GILA INSTITUTE FOR TECHNOLOGY,36251
PEAK SCHOOL INC.  THE,44540
KAIZEN EDUCATION FOUNDATION DBA VISTA GROVE PREPARATORY ACAD,46371
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. ESTRELLA HIGH SCH,40065
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. PEORIA ACCELERATE,81778
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. SUN VALLEY HIGH S,26310
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. WEST PHOENIX HIGH,88791
NOSOTROS  INC,37235
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. APACHE TRAIL HIGH,60500
CHALLENGER BASIC SCHOOL  INC.,88200
SIERRA OAKS SCHOOL  INC,29027
ARIZONA COMMUNITY DEVELOPMENT CORPORATION,64001
ASCENDING ROOTS SCHOLASTIC & ATHLETIC PREMISE  INC.,90868
SC JENSEN CORPORATION  INC. DBA INTELLI-SCHOOL,36531
PAS CHARTER  INC.  DBA INTELLI-SCHOOL,74605
YCFA ACHIEVE ACADEMY,68262
VALLEY OF THE SUN WALDORF EDUCATION ASSOCIATION  DBA DESERT,90243
PIMA PREVENTION PARTNERSHIP DBA PIMA PARTNERSHIP SCHOOL  THE,90010
ACADEMY OF MATHEMATICS AND SCIENCE  INC.,48641
MIDTOWN PRIMARY SCHOOL,65571
TUCSON INTERNATIONAL ACADEMY  INC.,56483
BELL CANYON CHARTER SCHOOL  INC,18286
SIERRA VISTA CHARTER SCHOOL  INC.,50260
CORTEZ PARK CHARTER MIDDLE SCHOOL  INC.,47484
WEST GILBERT CHARTER MIDDLE SCHOOL  INC.,65544
MOUNTAIN ENGLISH SPANISH ACADEMY  A PUBLIC CHARTER SCHOOL,91145
4-WINDS ACADEMY  INCORPORATED DBA 4-WINDS ACADEMY,18799
CARPE DIEM COLLEGIATE HIGH SCHOOL,64943
CPLC COMMUNITY SCHOOLS DBA TOLTECALLI HIGH SCHOOL,81576
LIFE SKILLS CENTER OF ARIZONA  INC.,89914
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. DESERT HILLS HIGH,84281
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. CRESTVIEW COLLEGE,52455
KAIZEN EDUCATION FOUNDATION DBA SUMMIT HIGH SCHOOL,61145
KAIZEN EDUCATION FOUNDATION DBA TEMPE ACCELERATED HIGH SCHOO,45832
KAIZEN EDUCATION FOUNDATION DBA SKYVIEW HIGH SCHOOL,84782
KAIZEN EDUCATION FOUNDATION DBA MAYA HIGH SCHOOL,76367
CAMELBACK EDUCATION  INC,43658
VISTA CHARTER SCHOOL,23112
SUNNYSIDE CHARTER AND MONTESSORI SCHOOL,70508
LIFELONG LEARNING RESEARCH INSTITUTE  INC.,81653
AVONDALE LEARNING DBA PRECISION ACADEMY,24926
LEAD CHARTER SCHOOLS,59303
ALL ABOARD CHARTER SCHOOL,82589
CAFA  INC. DBA LEARNING FOUNDATION PERFORMING ARTS SCHOOL,28653
FOUNDING FATHERS ACADEMIES  INC,90550
MONTESSORI ACADEMY  INC.,17637
NEW WORLD EDUCATIONAL CENTER,97513
CHOLLA ACADEMY,42556
AKIMEL O OTHAM PEE POSH CHARTER SCHOOL  INC.,25975
AKIMEL O'OTHAM PEE POSH CHARTER SCHOOL  INC.,18914
CORNERSTONE CHARTER SCHOOL INC,38621
HAPPY VALLEY SCHOOL  INC.,81993
TUCSON SMALL SCHOOL PROJECT,64303
SATORI  INC.,92433
ARIZONA UPGRADE ACADEMY  INC.,33907
MOHAVE ACCELERATED ELEMENTARY SCHOOL  INC.,38474
ACADEMY OF BUILDING INDUSTRIES  INC.,74344
ARIZONA MONTESSORI CHARTER SCHOOL AT ANTHEM,16938
STARSHINE ACADEMY,55827
ARIZONA AGRIBUSINESS & EQUINE CENTER  INC.,12582
AHWATUKEE FOOTHILLS PREP  INC.,86167
GILA COUNTY REGIONAL SCHOOL DISTRICT,95960
PILLAR CHARTER SCHOOL,94424
ESPERANZA COMMUNITY COLLEGIAL ACADEMY,48184
LEGACY EDUCATION GROUP,89542
ROSEFIELD CHARTER ELEMENTARY SCHOOL  INC.,11799
EAST MESA CHARTER ELEMENTARY SCHOOL  INC.,28282
ARIZONA AGRIBUSINESS & EQUINE CENTER  INC.,88156
ARIZONA CONNECTIONS ACADEMY CHARTER SCHOOL  INC.,73555
COUNTRY GARDENS CHARTER SCHOOLS,81965
BEGINNING ACADEMY  INC.,35021
A CHILD'S VIEW SCHOOL  INC.,94561
PORTABLE PRACTICAL EDUCATIONAL PREPARATION  INC. (PPEP  INC.,14507
EL PUEBLO INTEGRAL - TEACHING & LEARNING COLLABORATIVE,17126
SANTA CRUZ COUNTY REGIONAL SCHOOL DISTRICT,75990
WILDCAT SECONDARY SCHOOL,67458
NAZLINI COMMUNITY SCHOOL  INC.,71856
IMAGINE CHARTER ELEMENTARY AT DESERT WEST  INC.,51531
DESERT STAR COMMUNITY SCHOOL  INC.,60684
CHANDLER PREPARATORY ACADEMY,54597
IMAGINE MIDDLE AT SURPRISE  INC.,43732
IMAGINE MIDDLE AT EAST MESA  INC.,32866
PRESCOTT VALLEY CHARTER SCHOOL,32900
IMAGINE CHARTER ELEMENTARY AT CAMELBACK  INC.,33342
IMAGINE ELEMENTARY AT TEMPE  INC.,18406
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. SOUTH RIDGE HIGH,74667
DESERT SKY COMMUNITY SCHOOL  INC.,58010
AGUA FRIA UNION HIGH SCHOOL DISTRICT,39429
KIN DAH LICHII OLTA  INC.,39675
PINAL COUNTY JUVENILE DETENTION,67565
GREENLEE JUVENILE DETENTION CENTER,42323
ARIZONA STATE HOSPITAL,76348
GRAHAM COUNTY JUVENILE DETENTION,75667
COCHISE COUNTY JUVENILE DETENTION,46518
YUMA COUNTY JUVENILE JUSTICE CENTER,56524
MARICOPA COUNTY SHERIFFS OFFICE,30584
YAVAPAI COUNTY JUVENILE DETENTION,23970
MOHAVE COUNTY JUVENILE DETENTION,53296
RAY OF LIGHT ACADEMY,29160
ARIZONA STATE SCHOOL FOR THE DEAF AND BLIND,62151
AGUILA ELEMENTARY DISTRICT,16080
AJO UNIFIED DISTRICT,33580
ALHAMBRA ELEMENTARY DISTRICT,84106
EAGLE ELEMENTARY DISTRICT,74663
BASIS SCHOOL  INC.,99016
BRADLEY ACADEMY OF EXCELLENCE  INC.,83883
DESERT HEIGHTS CHARTER SCHOOLS,34933
NORTHEAST ARIZONA TECHNOLOGICAL INSTITUTE OF VOCATIONAL EDUC,69024
EDUCATIONAL IMPACT  INC.,49161
MCCCD ON BEHALF OF PHOENIX COLLEGE PREPARATORY ACADEMY,49097
WEST-MEC - WESTERN MARICOPA EDUCATION CENTER,22424
NEW SCHOOL FOR THE ARTS MIDDLE SCHOOL,38646
LEONA ADVANCED VIRTUAL ACADEMY,34520
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. SOUTH POINTE HIGH,93706
AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. ALTA VISTA HIGH S,45258
PINNACLE EDUCATION-MESA  INC.,64073
PINNACLE EDUCATION-TEMPE  INC.,14531
PINNACLE EDUCATION-KINO  INC.,78010
PINNACLE EDUCATION-CASA GRANDE  INC.,84180
ALPINE ELEMENTARY DISTRICT,46368
PATRIOT ACADEMY  INC.,83157
COCHISE COMMUNITY DEVELOPMENT CORPORATION,20544
CANYON ROSE ACADEMY  INC.,81381
ALLSPORT ACADEMY,85004
BLUEPRINT EDUCATION,46314
EDKEY  INC. - REDWOOD ACADEMY,51453
EDKEY  INC. - PATHFINDER ACADEMY,39853
EDKEY  INC. - SEQUOIA SCHOOL FOR THE DEAF AND HARD OF HEARIN,55381
EDKEY  INC. - SEQUOIA RANCH SCHOOL,61454
